"Samples","Cdiff_tox","Tox_name"
"SAMN09259956","Yes","TcdA"
"SAMN09259956","Yes","TcdB"
"SAMN09259958","Yes","TcdA"
"SAMN09259964","Yes","TcdA"
"SAMN09259964","Yes","TcdB"
"SAMN09259978","Yes","TcdA"
"SAMN09259978","Yes","TcdB"
"SAMN09259981","Yes","TcdA"
"SAMN09259981","Yes","TcdB"
"SAMN09259985","Yes","TcdA"
"SAMN09259985","Yes","TcdB"
"SAMN09259988","Yes","TcdB"
"SAMN09259988","Yes","TcdA"
"SAMN09260045","Yes","TcdB"
"SAMN09260045","Yes","TcdA"
"SAMN09260085","Yes","TcdB"
"SAMN09260085","Yes","TcdA"
"SAMN09260094","Yes","TcdB"
"SAMN09260094","Yes","TcdA"
"SAMN09260098","Yes","TcdA"
"SAMN09260098","Yes","TcdB"
"SAMN09260101","Yes","TcdA"
"SAMN09260101","Yes","TcdB"
"SAMN09260103","Yes","TcdB"
"SAMN09260103","Yes","TcdA"
"SAMN09260104","Yes","TcdA"
"SAMN09260106","Yes","TcdB"
"SAMN09260106","Yes","TcdA"
"SAMN09260109","Yes","TcdB"
"SAMN09260109","Yes","TcdA"
"SAMN09260110","Yes","TcdA"
"SAMN09260110","Yes","TcdB"
"SAMN09260112","Yes","TcdA"
"SAMN09260112","Yes","TcdB"
"SAMN09260162","Yes","TcdA"
"SAMN09260162","Yes","TcdB"
"SAMN09260230","Yes","TcdA"
"SAMN09260230","Yes","TcdB"
"SAMN09278112","Yes","TcdB"
"SAMN09278112","Yes","TcdA"
"SAMN09278166","Yes","TcdA"
"SAMN09278166","Yes","TcdB"
"SAMN09278169","Yes","TcdB"
"SAMN09278169","Yes","TcdA"
"SAMN09278370","Yes","TcdA"
"SAMN09278370","Yes","TcdB"
"SAMN09278539","Yes","TcdA"
"SAMN09278539","Yes","TcdB"
"SAMN09278653","Yes","TcdB"
"SAMN09278653","Yes","TcdA"
"SAMN09278654","Yes","TcdA"
"SAMN09278654","Yes","TcdB"
"SAMN09278720","Yes","TcdA"
"SAMN09278720","Yes","TcdB"
"SAMN09382505","Yes","TcdB"
"SAMN09382506","Yes","TcdB"
"SAMN09382532","Yes","TcdB"
"SAMN09382532","Yes","TcdA"
"SAMN09382658","Yes","TcdB"
"SAMN09515581","Yes","TcdB"
"SAMN09515581","Yes","TcdA"
"SAMN09515803","Yes","TcdA"
"SAMN09515803","Yes","TcdB"
"SAMN09630444","Yes","TcdA"
"SAMN09630444","Yes","TcdB"
"SAMN09980572","Yes","TcdA"
"SAMN09980572","Yes","TcdB"
"SAMN09980573","Yes","TcdA"
"SAMN09980573","Yes","TcdB"
"SAMN09980574","Yes","TcdB"
"SAMN09980574","Yes","TcdA"
"SAMN09980575","Yes","TcdA"
"SAMN09980575","Yes","TcdB"
"SAMN09980576","Yes","TcdA"
"SAMN09980580","Yes","TcdB"
"SAMN09980580","Yes","TcdA"
"SAMN09980581","Yes","TcdA"
"SAMN09980581","Yes","TcdB"
"SAMN09980582","Yes","TcdA"
"SAMN09980582","Yes","TcdB"
"SAMN09980597","Yes","TcdA"
"SAMN09980597","Yes","TcdB"
"SAMN09980600","Yes","TcdA"
"SAMN09980600","Yes","TcdB"
"SAMN09980601","Yes","TcdA"
"SAMN09980601","Yes","TcdB"
"SAMN09980602","Yes","TcdB"
"SAMN09980602","Yes","TcdA"
"SAMN09980603","Yes","TcdB"
"SAMN09980603","Yes","TcdA"
"SAMN09980604","Yes","TcdA"
"SAMN09980604","Yes","TcdB"
"SAMN09980605","Yes","TcdA"
"SAMN09980605","Yes","TcdB"
"SAMN09980606","Yes","TcdB"
"SAMN09980606","Yes","TcdA"
"SAMN09980607","Yes","TcdB"
"SAMN09980607","Yes","TcdA"
"SAMN09980608","Yes","TcdA"
"SAMN09980608","Yes","TcdB"
"SAMN09980609","Yes","TcdA"
"SAMN09980609","Yes","TcdB"
"SAMN09980610","Yes","TcdA"
"SAMN09980610","Yes","TcdB"
"SAMN09980611","Yes","TcdA"
"SAMN09980611","Yes","TcdB"
"SAMN09980612","Yes","TcdB"
"SAMN09980612","Yes","TcdA"
"SAMN09980613","Yes","TcdB"
"SAMN09980613","Yes","TcdA"
"SAMN09980614","Yes","TcdA"
"SAMN09980614","Yes","TcdB"
"SAMN09980615","Yes","TcdA"
"SAMN09980615","Yes","TcdB"
"SAMN09980624","Yes","TcdB"
"SAMN09980624","Yes","TcdA"
"SAMN09980633","Yes","TcdB"
"SAMN09980644","Yes","TcdA"
"SAMN09980644","Yes","TcdB"
"SAMN09980645","Yes","TcdA"
"SAMN09980645","Yes","TcdB"
"SAMN09980662","Yes","TcdB"
"SAMN09980662","Yes","TcdA"
"SAMN09980688","Yes","TcdB"
"SAMN09980688","Yes","TcdA"
"SAMN09980689","Yes","TcdA"
"SAMN09980689","Yes","TcdB"
"SAMN09980690","Yes","TcdA"
"SAMN09980690","Yes","TcdB"
"SAMN09980691","Yes","TcdB"
"SAMN09980691","Yes","TcdA"
"SAMN09980694","Yes","TcdA"
"SAMN09980694","Yes","TcdB"
"SAMN09980695","Yes","TcdA"
"SAMN09980695","Yes","TcdB"
"SAMN09980696","Yes","TcdB"
"SAMN09980696","Yes","TcdA"
"SAMN09980697","Yes","TcdA"
"SAMN09980697","Yes","TcdB"
"SAMN09980707","Yes","TcdB"
"SAMN09980707","Yes","TcdA"
"SAMN09980708","Yes","TcdA"
"SAMN09980708","Yes","TcdB"
"SAMN09980709","Yes","TcdA"
"SAMN09980709","Yes","TcdB"
"SAMN09980710","Yes","TcdA"
"SAMN09980710","Yes","TcdB"
"SAMN09980711","Yes","TcdB"
"SAMN09980711","Yes","TcdA"
"SAMN09980728","Yes","TcdB"
"SAMN09980728","Yes","TcdA"
"SAMN09980740","Yes","TcdB"
"SAMN09980740","Yes","TcdA"
"SAMN09980741","Yes","TcdA"
"SAMN09980741","Yes","TcdB"
"SAMN09980745","Yes","TcdB"
"SAMN09980745","Yes","TcdA"
"SAMN09980768","Yes","TcdB"
"SAMN09980768","Yes","TcdA"
"SAMN09980769","Yes","TcdB"
"SAMN09980769","Yes","TcdA"
"SAMN09980770","Yes","TcdA"
"SAMN09980770","Yes","TcdB"
"SAMN09980771","Yes","TcdA"
"SAMN09980771","Yes","TcdB"
"SAMN09980786","Yes","TcdA"
"SAMN09980786","Yes","TcdB"
"SAMN09980829","Yes","TcdA"
"SAMN09980829","Yes","TcdB"
"SAMN09980830","Yes","TcdA"
"SAMN09980830","Yes","TcdB"
"SAMN09980831","Yes","TcdA"
"SAMN09980831","Yes","TcdB"
"SAMN09980832","Yes","TcdB"
"SAMN09980832","Yes","TcdA"
"SAMN09980833","Yes","TcdB"
"SAMN09980833","Yes","TcdA"
"SAMN09980834","Yes","TcdB"
"SAMN09980834","Yes","TcdA"
"SAMN09980835","Yes","TcdA"
"SAMN09980835","Yes","TcdB"
"SAMN09980836","Yes","TcdB"
"SAMN09980836","Yes","TcdA"
"SAMN09980870","Yes","TcdB"
"SAMN09980870","Yes","TcdA"
"SAMN09980871","Yes","TcdB"
"SAMN09980871","Yes","TcdA"
"SAMN09980872","Yes","TcdB"
"SAMN09980881","Yes","TcdA"
"SAMN09980881","Yes","TcdB"
"SAMN09980882","Yes","TcdA"
"SAMN09980882","Yes","TcdB"
"SAMN09980883","Yes","TcdA"
"SAMN09980883","Yes","TcdB"
"SAMN09980992","Yes","TcdA"
"SAMN09980992","Yes","TcdB"
"SAMN10615518","Yes","TcdA"
"SAMN10615521","Yes","TcdA"
"SAMN10615521","Yes","TcdB"
"SAMN10615525","Yes","TcdA"
"SAMN10615525","Yes","TcdB"
"SAMN10615530","Yes","TcdA"
"SAMN10615530","Yes","TcdB"
"SAMN10615541","Yes","TcdA"
"SAMN10615541","Yes","TcdB"
"SAMN10615551","Yes","TcdB"
"SAMN10615551","Yes","TcdA"
"SAMN10615560","Yes","TcdA"
"SAMN10615567","Yes","TcdB"
"SAMN10615567","Yes","TcdA"
"SAMN10615610","Yes","TcdB"
"SAMN10615610","Yes","TcdA"
"SAMN10615615","Yes","TcdA"
"SAMN10615638","Yes","TcdA"
"SAMN10615638","Yes","TcdB"
"SAMN10615645","Yes","TcdB"
"SAMN10615645","Yes","TcdA"
"SAMN10615646","Yes","TcdA"
"SAMN10615646","Yes","TcdB"
"SAMN10615653","Yes","TcdA"
"SAMN10615653","Yes","TcdB"
"SAMN10615660","Yes","TcdB"
"SAMN10615664","Yes","TcdB"
"SAMN10615664","Yes","TcdA"
"SAMN10615665","Yes","TcdB"
"SAMN10615665","Yes","TcdA"
"SAMN10615667","Yes","TcdA"
"SAMN10615667","Yes","TcdB"
"SAMN10615689","Yes","TcdB"
"SAMN10615689","Yes","TcdA"
"SAMN10615692","Yes","TcdB"
"SAMN10615692","Yes","TcdA"
"SAMN10615699","Yes","TcdA"
"SAMN10615699","Yes","TcdB"
"SAMN10615708","Yes","TcdA"
"SAMN10615708","Yes","TcdB"
"SAMN10615715","Yes","TcdB"
"SAMN10615715","Yes","TcdA"
"SAMN10615745","Yes","TcdB"
"SAMN10615745","Yes","TcdA"
"SAMN10615754","Yes","TcdB"
"SAMN10615754","Yes","TcdA"
"SAMN10615755","Yes","TcdB"
"SAMN10615755","Yes","TcdA"
"SAMN10615767","Yes","TcdB"
"SAMN10615767","Yes","TcdA"
"SAMN10615771","Yes","TcdA"
"SAMN10615771","Yes","TcdB"
"SAMN10615773","Yes","TcdA"
"SAMN10615773","Yes","TcdB"
"SAMN10615774","Yes","TcdA"
"SAMN10615774","Yes","TcdB"
"SAMN10615800","Yes","TcdB"
"SAMN10615800","Yes","TcdA"
"SAMN10615802","Yes","TcdB"
"SAMN10615808","Yes","TcdA"
"SAMN10615808","Yes","TcdB"
"SAMN10615809","Yes","TcdA"
"SAMN10615813","Yes","TcdB"
"SAMN10615813","Yes","TcdA"
"SAMN10615814","Yes","TcdA"
"SAMN10615814","Yes","TcdB"
"SAMN10615815","Yes","TcdA"
"SAMN10615815","Yes","TcdB"
"SAMN10615817","Yes","TcdB"
"SAMN10615817","Yes","TcdA"
"SAMN10615821","Yes","TcdB"
"SAMN10615821","Yes","TcdA"
"SAMN10615822","Yes","TcdA"
"SAMN10615822","Yes","TcdB"
"SAMN10615826","Yes","TcdB"
"SAMN10615828","Yes","TcdB"
"SAMN10615831","Yes","TcdA"
"SAMN10615831","Yes","TcdB"
"SAMN10615839","Yes","TcdB"
"SAMN10615839","Yes","TcdA"
"SAMN10615840","Yes","TcdA"
"SAMN10615842","Yes","TcdB"
"SAMN10615842","Yes","TcdA"
"SAMN10615844","Yes","TcdB"
"SAMN10615844","Yes","TcdA"
"SAMN10615846","Yes","TcdB"
"SAMN10615846","Yes","TcdA"
"SAMN10615855","Yes","TcdA"
"SAMN10615863","Yes","TcdA"
"SAMN10615872","Yes","TcdA"
"SAMN10615873","Yes","TcdA"
"SAMN10615873","Yes","TcdB"
"SAMN10615876","Yes","TcdA"
"SAMN10615877","Yes","TcdB"
"SAMN10615877","Yes","TcdA"
"SAMN10615879","Yes","TcdA"
"SAMN10615879","Yes","TcdB"
"SAMN10615881","Yes","TcdB"
"SAMN10615881","Yes","TcdA"
"SAMN10615884","Yes","TcdA"
"SAMN10615884","Yes","TcdB"
"SAMN10615887","Yes","TcdA"
"SAMN10615887","Yes","TcdB"
"SAMN10615905","Yes","TcdB"
"SAMN10615905","Yes","TcdA"
"SAMN10615920","Yes","TcdB"
"SAMN10615920","Yes","TcdA"
"SAMN10615927","Yes","TcdB"
"SAMN10615927","Yes","TcdA"
"SAMN10615928","Yes","TcdB"
"SAMN10615928","Yes","TcdA"
"SAMN10615931","Yes","TcdB"
"SAMN10615957","Yes","TcdA"
"SAMN10615957","Yes","TcdB"
"SAMN10615967","Yes","TcdB"
"SAMN10615967","Yes","TcdA"
"SAMN10615975","Yes","TcdA"
"SAMN10615978","Yes","TcdB"
"SAMN10615989","Yes","TcdB"
"SAMN10615989","Yes","TcdA"
"SAMN10616010","Yes","TcdB"
"SAMN10616011","Yes","TcdA"
"SAMN10616011","Yes","TcdB"
"SAMN10616020","Yes","TcdA"
"SAMN10616020","Yes","TcdB"
"SAMN10616022","Yes","TcdB"
"SAMN10616022","Yes","TcdA"
"SAMN10616027","Yes","TcdA"
"SAMN10616027","Yes","TcdB"
"SAMN10616030","Yes","TcdA"
"SAMN10616032","Yes","TcdA"
"SAMN10616043","Yes","TcdA"
"SAMN10616043","Yes","TcdB"
"SAMN10616047","Yes","TcdB"
"SAMN10616047","Yes","TcdA"
"SAMN10616056","Yes","TcdA"
"SAMN10616056","Yes","TcdB"
"SAMN10616059","Yes","TcdB"
"SAMN10616059","Yes","TcdA"
"SAMN10616062","Yes","TcdB"
"SAMN10616062","Yes","TcdA"
"SAMN10616083","Yes","TcdB"
"SAMN10616083","Yes","TcdA"
"SAMN10616095","Yes","TcdB"
"SAMN10616107","Yes","TcdA"
"SAMN10616113","Yes","TcdA"
"SAMN10616113","Yes","TcdB"
"SAMN10616141","Yes","TcdB"
"SAMN10616141","Yes","TcdA"
"SAMN10722049","Yes","TcdB"
"SAMN10722049","Yes","TcdA"
"SAMN10722052","Yes","TcdB"
"SAMN10722056","Yes","TcdA"
"SAMN10722056","Yes","TcdB"
"SAMN10722058","Yes","TcdA"
"SAMN10722058","Yes","TcdB"
"SAMN10722059","Yes","TcdA"
"SAMN10722059","Yes","TcdB"
"SAMN10722071","Yes","TcdB"
"SAMN10722071","Yes","TcdA"
"SAMN10722095","Yes","TcdB"
"SAMN10722095","Yes","TcdA"
"SAMN10722096","Yes","TcdB"
"SAMN10722096","Yes","TcdA"
"SAMN10722134","Yes","TcdB"
"SAMN10722136","Yes","TcdA"
"SAMN10722136","Yes","TcdB"
"SAMN10722137","Yes","TcdA"
"SAMN10722137","Yes","TcdB"
"SAMN10722144","Yes","TcdA"
"SAMN10722146","Yes","TcdB"
"SAMN10722146","Yes","TcdA"
"SAMN10722150","Yes","TcdA"
"SAMN10722154","Yes","TcdB"
"SAMN10722169","Yes","TcdA"
"SAMN10722169","Yes","TcdB"
"SAMN10722180","Yes","TcdB"
"SAMN10722180","Yes","TcdA"
"SAMN10722181","Yes","TcdA"
"SAMN10722181","Yes","TcdB"
"SAMN10722191","Yes","TcdA"
"SAMN10722191","Yes","TcdB"
"SAMN10722205","Yes","TcdA"
"SAMN10722205","Yes","TcdB"
"SAMN10722225","Yes","TcdA"
"SAMN10722225","Yes","TcdB"
"SAMN10722226","Yes","TcdB"
"SAMN10722226","Yes","TcdA"
"SAMN10722269","Yes","TcdA"
"SAMN10722269","Yes","TcdB"
"SAMN10722288","Yes","TcdA"
"SAMN10722288","Yes","TcdB"
"SAMN10722290","Yes","TcdB"
"SAMN10722295","Yes","TcdB"
"SAMN10722295","Yes","TcdA"
"SAMN10722301","Yes","TcdA"
"SAMN10722301","Yes","TcdB"
"SAMN10722307","Yes","TcdA"
"SAMN10722313","Yes","TcdA"
"SAMN10722313","Yes","TcdB"
"SAMN10722316","Yes","TcdA"
"SAMN10722316","Yes","TcdB"
"SAMN10722332","Yes","TcdB"
"SAMN10722332","Yes","TcdA"
"SAMN10722336","Yes","TcdB"
"SAMN10722336","Yes","TcdA"
"SAMN10722341","Yes","TcdA"
"SAMN10722341","Yes","TcdB"
"SAMN10722374","Yes","TcdB"
"SAMN10722374","Yes","TcdA"
"SAMN10722375","Yes","TcdA"
"SAMN10722375","Yes","TcdB"
"SAMN10722376","Yes","TcdA"
"SAMN10722376","Yes","TcdB"
"SAMN10722386","Yes","TcdA"
"SAMN10722386","Yes","TcdB"
"SAMN10722390","Yes","TcdB"
"SAMN10722390","Yes","TcdA"
"SAMN10722405","Yes","TcdA"
"SAMN10722405","Yes","TcdB"
"SAMN10722437","Yes","TcdB"
"SAMN10722440","Yes","TcdA"
"SAMN10722440","Yes","TcdB"
"SAMN10722472","Yes","TcdB"
"SAMN10722472","Yes","TcdA"
"SAMN10722489","Yes","TcdB"
"SAMN10722489","Yes","TcdA"
"SAMN10722494","Yes","TcdB"
"SAMN10722494","Yes","TcdA"
"SAMN10722499","Yes","TcdA"
"SAMN10722504","Yes","TcdA"
"SAMN10722504","Yes","TcdB"
"SAMN10722517","Yes","TcdB"
"SAMN10722517","Yes","TcdA"
"SAMN10722521","Yes","TcdB"
"SAMN10722521","Yes","TcdA"
"SAMN10722531","Yes","TcdA"
"SAMN10722531","Yes","TcdB"
"SAMN10722537","Yes","TcdA"
"SAMN10722537","Yes","TcdB"
"SAMN10722542","Yes","TcdA"
"SAMN10722542","Yes","TcdB"
"SAMN10722544","Yes","TcdB"
"SAMN10722544","Yes","TcdA"
"SAMN10722545","Yes","TcdB"
"SAMN10722545","Yes","TcdA"
"SAMN10722552","Yes","TcdA"
"SAMN10722566","Yes","TcdA"
"SAMN10722566","Yes","TcdB"
"SAMN10722572","Yes","TcdA"
"SAMN10722572","Yes","TcdB"
"SAMN10722577","Yes","TcdB"
"SAMN10722577","Yes","TcdA"
"SAMN10722582","Yes","TcdA"
"SAMN10722582","Yes","TcdB"
"SAMN10722588","Yes","TcdB"
"SAMN10722588","Yes","TcdA"
"SAMN10722599","Yes","TcdB"
"SAMN10722599","Yes","TcdA"
"SAMN10722606","Yes","TcdB"
"SAMN10722606","Yes","TcdA"
"SAMN10722608","Yes","TcdA"
"SAMN10722619","Yes","TcdB"
"SAMN10722619","Yes","TcdA"
"SAMN10722641","Yes","TcdA"
"SAMN10722641","Yes","TcdB"
"SAMN10722662","Yes","TcdA"
"SAMN10722662","Yes","TcdB"
"SAMN10722665","Yes","TcdB"
"SAMN10722669","Yes","TcdB"
"SAMN10722669","Yes","TcdA"
"SAMN10722670","Yes","TcdB"
"SAMN10722670","Yes","TcdA"
"SAMN10722672","Yes","TcdB"
"SAMN10722672","Yes","TcdA"
"SAMN10722673","Yes","TcdA"
"SAMN10722673","Yes","TcdB"
"SAMN10722675","Yes","TcdA"
"SAMN10722675","Yes","TcdB"
"SAMN11954298","Yes","TcdA"
"SAMN11954410","Yes","TcdA"
"SAMN11954410","Yes","TcdB"
"SAMN11954442","Yes","TcdA"
"SAMN11954442","Yes","TcdB"
"SAMN11954448","Yes","TcdB"
"SAMN11954449","Yes","TcdB"
"SAMN11954458","Yes","TcdB"
"SAMN11954458","Yes","TcdA"
"SAMN11954462","Yes","TcdB"
"SAMN11954463","Yes","TcdA"
"SAMN11954495","Yes","TcdB"
"SAMN11954495","Yes","TcdA"
"SAMN12617399","Yes","TcdA"
"SAMN12617431","Yes","TcdA"
"SAMN12617431","Yes","TcdB"
"SAMN12617432","Yes","TcdA"
"SAMN12711644","Yes","TcdB"
"SAMN12711648","Yes","TcdA"
"SAMN12711650","Yes","TcdB"
"SAMN12711650","Yes","TcdA"
"SAMN12711660","Yes","TcdA"
"SAMN12711702","Yes","TcdA"
"SAMN12711702","Yes","TcdB"
"SAMN12711703","Yes","TcdB"
"SAMN12711703","Yes","TcdA"
"SAMN13091313","Yes","TcdA"
"SAMN13091313","Yes","TcdB"
"SAMN13091314","Yes","TcdA"
"SAMN13091315","Yes","TcdA"
"SAMN13091315","Yes","TcdB"
"SAMN13091316","Yes","TcdA"
"SAMN13091317","Yes","TcdA"
"SAMN13091317","Yes","TcdB"
"SAMN13091318","Yes","TcdA"
"SAMN13091319","Yes","TcdA"
"SAMN13091319","Yes","TcdB"
"SAMN13091322","Yes","TcdA"
"SAMN13091322","Yes","TcdB"
"SAMN13091330","Yes","TcdA"
"SAMN13091330","Yes","TcdB"
"SAMN13091332","Yes","TcdA"
"SAMN13091332","Yes","TcdB"
"SAMN16679054","Yes","TcdA"
"SAMN16679094","Yes","TcdA"
"SAMN16679094","Yes","TcdB"
"SAMN16679129","Yes","TcdB"
"SAMN17918381","Yes","TcdA"
"SAMN17918383","Yes","TcdA"
"SAMN17918383","Yes","TcdB"
"SAMN17918404","Yes","TcdA"
